set,id,name,grade,clan,type,rarity
BT05,001,"Covert Demonic Dragon, Mandala Lord",3,Murakumo,Normal Unit,RRR+SP
BT05,002,"Majesty Lord Blaster",3,Royal Paladin,Normal Unit,RRR+SP
BT05,003,"Star Call Trumpeter",2,Royal Paladin,Normal Unit,RRR+SP
BT05,004,"Phantom Blaster Overlord",3,Shadow Paladin,Normal Unit,RRR+SP
BT05,005,"Dragonic Overlord the End",3,Kagero,Normal Unit,RRR+SP
BT05,006,"Miracle Beauty",3,Dimension Police,Normal Unit,RRR+SP
BT05,007,"King of Diptera, Beelzebub",3,Dark Irregulars,Normal Unit,RRR+SP
BT05,008,"Mistress Hurricane",3,Pale Moon,Normal Unit,RRR+SP
BT05,009,"Maiden of Trailing Rose",3,Neo Nectar,Normal Unit,RR+SP
BT05,010,"Glass Beads Dragon",2,Neo Nectar,Normal Unit,RR
BT05,011,"Maiden of Blossom Rain",1,Neo Nectar,Normal Unit,RR
BT05,012,"Stealth Fiend, Midnight Crow",2,Murakumo,Normal Unit,RR+SP
BT05,013,"Stealth Beast, Leaves Mirage",1,Murakumo,Normal Unit,RR
BT05,014,"Knight of Loyalty, Bedivere",2,Royal Paladin,Normal Unit,RR
BT05,015,"Knight of Friendship, Kay",1,Royal Paladin,Normal Unit,RR
BT05,016,"Wingal Brave",0,Royal Paladin,Normal Unit,RR+SP
BT05,017,"Moonlight Witch, Vaha",2,Shadow Paladin,Normal Unit,RR
BT05,018,"Knight of Nullity, Masquerade",2,Shadow Paladin,Normal Unit,RR+SP
BT05,019,"Evil-eye Princess, Euryale",3,Oracle Think Tank,Normal Unit,RR
BT05,020,"Street Bouncer",2,Nova Grappler,Normal Unit,RR
BT05,021,"Frontline Valkyrie, Laurel",3,Neo Nectar,Normal Unit,R
BT05,022,"Knight of Harvest, Gene",3,Neo Nectar,Normal Unit,R
BT05,023,"Avatar of the Plains, Behemoth",3,Neo Nectar,Normal Unit,R
BT05,024,"Iris Knight",2,Neo Nectar,Normal Unit,R
BT05,025,"Hey Yo Pineapple",2,Neo Nectar,Normal Unit,R
BT05,026,"Shield Seed Squire",0,Neo Nectar,Normal Unit,R
BT05,027,"Stealth Fiend, Kurama Lord",3,Murakumo,Normal Unit,R
BT05,028,"Stealth Dragon, Voidgelga",3,Murakumo,Normal Unit,R
BT05,029,"Stealth Beast, Bloody Mist",2,Murakumo,Normal Unit,R
BT05,030,"Caped Stealth Rogue, Shanaou",2,Murakumo,Normal Unit,R
BT05,031,"Stealth Dragon, Cursed Breath",2,Murakumo,Normal Unit,R
BT05,032,"Stealth Dragon, Turbulent Edge",1,Murakumo,Normal Unit,R
BT05,033,"Stealth Beast, Million Rat",1,Murakumo,Normal Unit,R
BT05,034,"Stealth Beast, Evil Ferret",0,Murakumo,Normal Unit,R
BT05,035,"Knight of Purgatory, Skull Face",3,Shadow Paladin,Normal Unit,R
BT05,036,"Apocalypse Bat",1,Shadow Paladin,Normal Unit,R
BT05,037,"Burning Horn Dragon",2,Kagero,Normal Unit,R
BT05,038,"Flame of Promise, Aermo",1,Kagero,Normal Unit,R
BT05,039,"Magical Police Quilt",1,Dimension Police,Normal Unit,R
BT05,040,"Devil Child",1,Dark Irregulars,Normal Unit,R
BT05,041,"Knight of Verdure, Gene",2,Neo Nectar,Normal Unit,C
