set,id,name,grade,clan,type,rarity
BT08,001,"Ultimate Dimensional Robo, Great Daiyusha",3,Dimension Police,Normal Unit,RRR+SP
BT08,002,"Galactic Beast, Zeal",3,Dimension Police,Normal Unit,RRR+SP
BT08,003,"Arboros Dragon, Sephirot",3,Neo Nectar,Normal Unit,RRR+SP
BT08,004,"White Lily Musketeer, Cecilia",3,Neo Nectar,Normal Unit,RRR+SP
BT08,005,"Blue Storm Dragon, Maelstrom",3,Aqua Force,Normal Unit,RRR+SP
BT08,006,"Hydro Hurricane Dragon",3,Aqua Force,Normal Unit,RRR+SP
BT08,007,"Storm Rider, Basil",2,Aqua Force,Normal Unit,RRR+SP
BT08,008,"Sealed Demon Dragon, Dungaree",3,Narukami,Normal Unit,RRR+SP
BT08,009,"Operator Girl, Mika",2,Dimension Police,Normal Unit,RR+SP
BT08,010,"Dimensional Robo, Daidragon",2,Dimension Police,Normal Unit,RR
BT08,011,"Cherry Blossom Musketeer, Augusto",2,Neo Nectar,Normal Unit,RR
BT08,012,"Lily of the Valley Musketeer, Kaivant",2,Neo Nectar,Normal Unit,RR
BT08,013,"Maiden of Rainbow Wood",2,Neo Nectar,Normal Unit,RR+SP
BT08,014,"Water Lily Musketeer, Ruth",1,Neo Nectar,Normal Unit,RR
BT08,015,"Lily of the Valley Musketeer, Rebecca",1,Neo Nectar,Normal Unit,RR
BT08,016,"Military Dragon, Raptor Colonel",3,Tachikaze,Normal Unit,RR+SP
BT08,017,"Destruction Dragon, Dark Rex",3,Tachikaze,Normal Unit,RR+SP
BT08,018,"Tear Knight, Valeria",2,Aqua Force,Normal Unit,RR
BT08,019,"Emerald Shield, Paschal",1,Aqua Force,Normal Unit,RR
BT08,020,"Armed Instructor, Bison",3,Great Nature,Normal Unit,RR
BT08,021,"Enigman Cyclone",3,Dimension Police,Normal Unit,R
BT08,022,"Lady Justice",3,Dimension Police,Normal Unit,R
BT08,023,"Subterranean Beast, Magma Lord",3,Dimension Police,Normal Unit,R
BT08,024,"Devourer of Planets, Zeal",2,Dimension Police,Normal Unit,R
BT08,025,"Dimensional Robo, Dailander",1,Dimension Police,Normal Unit,R
